title,duration
bump02_2,0.93555555
bump10_6,0.173506665
intro_specialpt2,0.9765311166666667
jules_bump06_1,0.45866666666666667
bump03_5,0.5130125
bump09_2,0.34868166666666667
parkers_bump04_3,0.68515555
bump16_6,0.06673333166666667
parker_bump2,0.6634405666666666
intro,1.6004877833333333
grants_bump2,0.4986111166666667
parkers_bump03_2,1.28355555
parkers_bump16_6 ,0.6712261166666667
bump08_2,0.22355666666666665
_bump4,0.5748798483333334
grant_bump_v,0.4716666666666667
parkers_bump04_2,0.69404445
bump03_3,0.35368666666666665
bump07_6,0.7296177833333334
bump07_2,0.20742945
jules_bump07_1,0.66288445
bump13_2,0.45378666666666667
parkers_bump07_1,0.6350788833333333
parkers_bump16_3 ,1.6811238833333333
eight_seconds,0.14577778333333333
parkers_bump08_1,0.6645527833333333
bump16_5,0.07563111666666666
bump12_3,0.5866972166666666
psa,0.704036665
0 edits - just ad music,1.1313888816666666
dance,1.1829333333333334
jackass bump,1.1872222166666666
bump15_1,0.53775945
bump08_5,1.0171272166666667
THANKSFORWATCHING,1.2352
bamp_1.bamp_1,0.7096888833333334
bump10_2,0.3392277833333333
_STAYAWHILE,0.37475555
bamp_07,0.14293333333333333
DOMECHASERS_DRINKING,0.704
bump05_2,0.45879166666666665
bump16_4,0.52774945
bump06_1,0.37315055
bump15_4,0.2919583316666667
parkers_bump16_1,0.6762311166666667
bump11_3,0.72794945
bump10_3,0.2513622166666667
bump14_3,0.25692333333333334
_bump2,0.6353569333333333
bamp_5,0.86308445
grants_bump03_3,0.05894791666666667
bump2_05,0.5800239
intro_,5.000551116666666
bump07_1,0.37871166666666667
timelapse_final,0.655655
grants_bump06_1,0.2897340333333333
FINAL Holo Bump v5,0.7501938833333334
DOMECHASERS_1,1.6004877833333333
grants_bump06_2,0.4665772166666667
parkers_bump03_1,0.31031
remember,0.54054
DOMECHASERS_JESUS,1.9753066666666668
_bump6,0.49480271666666664
test,0.8437333333333333
bump02_1,0.6793973833333333
bump10_7,0.9153588833333334
bump07_3,0.26804555
bump11_2,0.66066
bump03_4,0.9985728833333334
kaspar,0.82082
SKATEAMONICA,3.1236761166666667
bump05_5,0.2658211166666667
bump04_3,0.21966388333333334
bump09_1,1.1995316666666667
_bump1,0.2693333333333333
bamp_4,0.09898778333333333
bump12_1,1.01379055
bump04_5,0.7001438833333333
bump16_1,0.5194077833333334
bump14_2,0.48492888333333334
grants_bump05_1,0.8970073
bump10_1,0.46991388333333334
bump04_2,0.24413278333333333
bump15_6,0.8002438833333333
parkers_bump16_4,0.49716333333333335
bump08_3,0.9498377833333334
grants_bump08_1,0.40929791666666665
grants_bump09_1,0.3333333333333333
bump12_2,0.4059611166666667
bump04_1,0.24913778333333333
bump0x_1,1.1027683333333334
DOMECHASERS_WONT,1.06328445
grants_bump1,0.49583333333333335
real eyes,0.6175
bump02_4,0.565
primer,0.740266665
_bump5,0.57057
bump06_2,0.4270933333333333
grants_bump03_2,0.265265
djiverson,0.5552777833333333
bump04_6,0.51829555
circles_bump,0.5410961166666667
bump05_1,0.41152221666666666
welcome_dont_cry,2.48970945
parkers_bump16_5,0.9097977833333334
parker_bump1,0.4181955666666667
bamp_3,0.18311111666666666
bump13_1,0.39261445
DOMECHASERS_QUESTIONS,0.41422221666666664
bump15_3,0.10454888333333333
jesus.jesus,1.9753066666666668
parkers_bump16_2,2.537535
bump08_4,0.81803945
bump09_3,0.3014122166666667
bump16_3,1.4681333316666667
bummp_06,0.4032
zak_bump1,0.70555555
bump05_4,0.22355666666666665
DOMECHASERS_CARD,0.145422215
parkers_bump12_1,1.3731555483333333
grants_bump03_1,0.6680284666666667
bump14_4,0.15960388333333334
bump06_5,0.44377666666666665
bump05_3,0.19074611666666666
bump05_6,0.2858411166666667
bump07_5,0.4665772166666667
bump10_5,1.1305738833333334
zaks_bump3,0.75075
bump08_1,0.6022683333333333
CHEMIST,2.45523055
parkers_bump15_2,0.9164711166666667
parkers_bump04_1,1.35413055
bump14_1,0.739071665
parkers_bump15_1,0.689021665
bump14_5,0.74352055
jules_bump05_1,0.23801555
bump16_2,0.17183833333333334
bump06_3,0.485485
bump15_2,1.156711115
bump06_4,0.4487816666666667
grants_bump04_1,0.32254445
bump02_3,1.068
PERFECTHATREDEXPERIENCED.PERFECTHATREDEXPERIENCED,1.6633283333333333
_bump3,0.5853091316666666
bump03_1,0.6795677833333333
