title,duration,genre,time_slot,IsTV
Survivorman 104 Georgian Swamp,46.44751221666667,Unknown,morning,True
Cartoon Planet - 13 - 20021207 - The Empire Strikes Brak,22.2123023,Unknown,morning,True
Final Victory,25.695833333333333,Action|Adventure|Comedy,morning,True
Episode 2 A Creepy Tangle in the Bermuda Triangle,22.544766666666668,Unknown,morning,True
Avatar.The.Last.Airbender.S02E10.The.Library.1080p.BluRay.x265.HEVC.6CH-MRN,24.579366666666665,Unknown,morning,True
Episode 11,21.217777783333332,Unknown,morning,True
Cartoon Planet - 07 - 20021125 - The Night the Lights Went Out on Cartoon Planet,22.3168491,Unknown,morning,True
Get a Life - S2E02 - Larry On The Loose,22.585896666666667,Unknown,morning,True
Danger 5 Series 1,26.406366666666667,Action|Adventure|Comedy,morning,True
Survivorman 109 Lost At Sea,46.42916055,Unknown,morning,True
The Diamond Girls,25.073033333333335,Action|Adventure|Comedy,morning,True
Cartoon Planet - 03 - 20021004 - Love That Brak!,22.5626453,Unknown,morning,True
Chainsaw Predator,42.4394,Documentary|Adventure|Mystery,morning,True
Episode 1 Watch Out! The Willawaw,22.638616666666667,Unknown,morning,True
Get a Life - S2E03 - Meat Locker,22.97573055,Unknown,morning,True
Avatar.The.Last.Airbender.S02E07.Zuko.Alone.1080p.BluRay.x265.HEVC.6CH-MRN,24.561583333333335,Unknown,morning,True
Episode 5,20.596,Unknown,morning,True
Cartoon Planet - 19 - 20021207 - Toot Toot!,22.6466164,Unknown,morning,True
Final Victory,25.695966666666667,Action|Adventure|Comedy,morning,True
The Mutilator,43.43539999833333,Documentary|Adventure|Mystery,morning,True
Survivorman 105 Canadian Arctic(Tv),44.57088066666667,Unknown,morning,True
Cartoon Planet - 06 - 20021008 - Dangerous Danger,22.4808986,Unknown,morning,True
"Episode 8 Jeepers, It's the Jaguaro",22.553816666666666,Unknown,morning,True
Get a Life - S2E04 - Health Inspector,22.906216666666666,Unknown,morning,True
Cartoon Planet - 16 - 20021204 - A Life in the Day,22.7283631,Unknown,morning,True
Avatar.The.Last.Airbender.S02E01.The.Avatar.State.1080p.BluRay.x265.HEVC.6CH-MRN,24.118566666666666,Unknown,morning,True
Fresh Meat for Hitler's Sex Kitchen,26.354466666666667,Action|Adventure|Comedy,morning,True
Electric Executioner,42.44108333333333,Documentary|Adventure|Mystery,morning,True
Episode 3,20.66,Unknown,morning,True
Cartoon Planet - 14 - 20021207 - Momma!,22.416391,Unknown,morning,True
Get a Life - S2E13 - Clip Show,22.832253883333333,Unknown,morning,True
Cartoon Planet - 12 - 20021202 - Forbidden Socks,22.4580985,Unknown,morning,True
Episode 5 The Tar Monster,22.480816666666666,Unknown,morning,True
Survivorman - On The View(Tv),7.320646666666667,Unknown,morning,True
Cartoon Planet - 02 - 20021002 - Monkey Trouble,22.4475326,Unknown,morning,True
Avatar.The.Last.Airbender.S02E09.Bitter.Work.1080p.BluRay.x265.HEVC.6CH-MRN,24.596433333333334,Unknown,morning,True
Flesh Ripper,43.442083333333336,Documentary|Adventure|Mystery,morning,True
Cartoon Planet - 18 - 20020905 - Deadly Blasts of Hot Air,22.8156708,Unknown,morning,True
Danger 5 Series 1,26.137566666666668,Unknown,morning,True
Survivorman 107 Canyonland(fixed audio),46.42916055,Unknown,morning,True
Episode 4 To Switch a Witch,22.541983333333334,Unknown,morning,True
Episode 6,20.988829433333333,Unknown,morning,True
Mob Psycho 100 - OVA,24.24935,Unknown,morning,True
Cartoon Planet - 01 - 20020930 - Planet of Doom,22.5893381,Unknown,morning,True
Get a Life - S1E15 - Houseboy,22.944032216666667,Unknown,morning,True
Mob Psycho 100 - S02 NCED,1.5349833333333334,Unknown,morning,True
"Cartoon Planet - 08 - 20021125 - It's a Mad, Mad, Mad, Mad, Mad",22.3730152,Unknown,morning,True
Avatar.The.Last.Airbender.S02E14.City.of.Walls.and.Secrets.1080p.BluRay.x265.HEVC.6CH-MRN,24.558733331666666,Unknown,morning,True
Cold-Blooded Horror,42.43273333333333,Documentary|Adventure|Mystery,morning,True
Hitler's Golden Murder Palace,25.994633333333333,Action|Adventure|Comedy,morning,True
Cartoon Planet - 20 - 20021209 - Attack of the Cute Little Pups,22.7305875,Unknown,morning,True
Episode 9 Make a Beeline Away from That Feline,22.671983333333333,Unknown,morning,True
Survivorman 110 Behind The Scenes,46.42916055,Unknown,morning,True
Get a Life - S1E14 - Chris Wins A Celebrity,22.904548333333334,Unknown,morning,True
Cartoon Planet - 04 - 20021006 - My Space Ghost The Car,22.3407614,Unknown,morning,True
Silent Assassin,43.41205,Documentary|Adventure|Mystery,morning,True
Lizard Soldiers of the Third Reich,26.681566666666665,Action|Adventure|Comedy,morning,True
Cartoon Planet - 22 - 20021207 - Ratingspalooza,21.3603571,Unknown,morning,True
Avatar.The.Last.Airbender.S02E16.Appas.Lost.Days.1080p.BluRay.x265.HEVC.6CH-MRN,24.563,Unknown,morning,True
Episode 11 The Diabolical Disc Demon,22.714383333333334,Unknown,morning,True
Episode 7,20.5084,Unknown,morning,True
Cartoon Planet - 09 - 20021127 - The Big Mouths,22.186721698333333,Unknown,morning,True
Get a Life - S1E07 - Drivers License,23.108085,Unknown,morning,True
Survivorman 101 Canadian Boreal Forest,46.43861445,Unknown,morning,True
Cartoon Planet - 05 - 20021007 - The Mantis From Atlantis,22.3935909,Unknown,morning,True
Hidden Predator,48.634,Documentary|Adventure|Mystery,morning,True
Cartoon Planet - 17 - 20020906 - Where's The Beach,23.1382088,Unknown,morning,True
